,Nightlord,Shifting Earth,Spawn Point,Special Event,Night 1 Boss,Night 2 Boss,Extra Night Boss,Night 1 Circle,Night 2 Circle,Castle,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Major Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Minor Base,Evergaol,Evergaol,Evergaol,Evergaol,Evergaol,Evergaol,Evergaol,Arena Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Field Boss,Rotted Woods,Rotted Woods,Rotted Woods,Rotted Woods,Rotted Woods,Rotted Woods,Rotted Woods,Rotted Woods,Rot Blessing,Frenzy Tower,Scale-Bearing Merchant
270,Caligo,Rotted Woods,Above Stormhill Tunnel Entrance,,The Duke's Dear Freja,Dancer of the Boreal Valley,,Northwest Lake,Northwest Rotted Woods,Banished Knights,Camp - Banished Knights,Ruins - Beastmen of Farum Azula,Camp - Banished Knights,Great Church - Fire Monk,Fort - Guardian Golem,Camp - Elder Lion,Ruins - Beastmen of Farum Azula,,,,,Ruins - Erdtree Burial Watchdogs,Great Church - Fire Monk,Great Church - Mausoleum Knight,Fort - Crystalians,Camp - Elder Lion,Small Camp - Caravans,Church - Normal,Church - Normal,Small Camp - Foot Soldiers,Small Camp - Guilty,,,,Church - Normal,Township - Township,Sorcerer's Rise - Unlit Candle,Godskin Apostle,Godskin Duo,Stoneskin Lords,Crucible Knight with Spear,,Beastly Brigade,Banished Knights,Red Wolf,Draconic Tree Sentinel,Royal Revenant,Miranda Blossom,Elder Lion,Grafted Scion,Ulcerated Tree Spirit,Golden Hippopotamus,,,Leonine Misbegotten,Death Rite Bird,Black Blade Kindred,Draconic Tree Sentinel,Bell Bearing Hunter,Putrid Ancestral Followers,Ancestor Spirit,Putrid Ancestral Followers,Erdtree Avatar,Tree Sentinel,West,,
271,Caligo,Rotted Woods,Stormhill South of Gate,,Smelter Demon,Godskin Duo,,Northwest of Castle,Southeast Rotted Woods,Banished Knights,Fort - Guardian Golem,Camp - Redmane Knights,Great Church - Guardian Golem,Ruins - Albinauric Archers,Fort - Guardian Golem,Camp - Redmane Knights,Great Church - Fire Monk,,,,,Ruins - Albinauric Archers,Fort - Abductor Virgin,Ruins - Beastmen of Farum Azula,Ruins - Albinauric Archers,Camp - Leonine Misbegotten,Church - Normal,Small Camp - Dogs,Small Camp - Shack,Sorcerer's Rise - Fake Building,Church - Normal,,,,Sorcerer's Rise - Missing Statue,Church - Normal,Small Camp - Caravans,Crucible Knight with Sword,Godskin Duo,Crucible Knight with Spear,Beastly Brigade,,Stoneskin Lords,Crystalians,Red Wolf,Draconic Tree Sentinel,Black Blade Kindred,Elder Lion,Grafted Scion,Royal Carian Knight,Miranda Blossom,Leonine Misbegotten,,,Black Knife Assassin,Royal Revenant,Ulcerated Tree Spirit,Erdtree Avatar,Death Rite Bird,Bell Bearing Hunter,Putrid Ancestral Followers,Black Blade Kindred,Putrid Ancestral Followers,Tree Sentinel,West,,
272,Caligo,Rotted Woods,Northeast of Saintsbridge,Day 1 Libra Curse,Tibia Mariner,Draconic Tree Sentinel and Royal Cavalrymen,,Northwest Lake,Northwest Rotted Woods,Trolls,Camp - Frenzied Flame Troll,Fort - Lordsworn Captain,Ruins - Beastmen of Farum Azula,Ruins - Wormface,Camp - Royal Army Knights,Camp - Frenzied Flame Troll,Great Church - Fire Monk,,,,,Ruins - Wormface,Ruins - Beastmen of Farum Azula,Fort - Crystalians,Great Church - Mausoleum Knight,Camp - Frenzied Flame Troll,Sorcerer's Rise - Fake Building,Sorcerer's Rise - Pool Reflection,Church - Normal,Church - Normal,Small Camp - Misbegotten,,,,Church - Normal,Small Camp - Caravans,Small Camp - Foot Soldiers,Beastmen of Farum Azula,Bloodhound Knight,Omen,Nox Warriors,,Crucible Knight with Spear,Godskin Apostle,Leonine Misbegotten,Tree Sentinel,Flying Dragon,Golden Hippopotamus,Black Knife Assassin,Night's Cavalry,Demi-Human Queen,Death Rite Bird,,,Elder Lion,Royal Revenant,Ulcerated Tree Spirit,Black Blade Kindred,Royal Carian Knight,Ancestor Spirit,Erdtree Avatar,Putrid Ancestral Followers,Putrid Ancestral Followers,Magma Wyrm,Northeast,,
273,Caligo,Rotted Woods,Above Stormhill Tunnel Entrance,Walking Mausoleum,Ulcerated Tree Spirit,Draconic Tree Sentinel and Royal Cavalrymen,,East of Saintsbridge,Northwest Rotted Woods,Banished Knights,Great Church - Guardian Golem,Ruins - Albinauric Archers,Fort - Abductor Virgin,Great Church - Guardian Golem,Camp - Leonine Misbegotten,Fort - Guardian Golem,Ruins - Erdtree Burial Watchdogs,,,,,Map Event - Northwest Mistwood,Ruins - Albinauric Archers,Camp - Banished Knights,Camp - Leonine Misbegotten,Great Church - Mausoleum Knight,Small Camp - Caravans,Sorcerer's Rise - Missing Statue,Small Camp - Misbegotten,Small Camp - Nobles and Soldiers,Church - Normal,,,,Sorcerer's Rise - Pool Reflection,Church - Normal,Church - Normal,Godskin Noble,Crucible Knight with Spear,Beastmen of Farum Azula,Grave Warden Duelist,,Stoneskin Lords,Banished Knights,Bell Bearing Hunter,Royal Carian Knight,Grafted Scion,Night's Cavalry,Tree Sentinel,Erdtree Avatar,Red Wolf,Royal Revenant,,,Miranda Blossom,Ancient Hero of Zamor,Magma Wyrm,Erdtree Avatar,Putrid Ancestral Followers,Putrid Ancestral Followers,Tree Sentinel,Black Blade Kindred,Ancestor Spirit,Death Rite Bird,Southwest,,Southwest Corner
274,Caligo,Rotted Woods,West of Warmaster's Shack,,Grafted Monarch,Dancer of the Boreal Valley,,Northwest Lake,Northwest Rotted Woods,Trolls,Fort - Guardian Golem,Fort - Crystalians,Ruins - Runebear,Great Church - Fire Monk,Ruins - Wormface,Camp - Royal Army Knights,Camp - Royal Army Knights,,,,,Ruins - Wormface,Camp - Flame Chariots,Great Church - Oracle Envoys,Ruins - Wormface,Camp - Royal Army Knights,Church - Normal,Small Camp - Misbegotten,Small Camp - Guilty,Church - Normal,Small Camp - Foot Soldiers,,,,Small Camp - Guilty,Sorcerer's Rise - Windy Trees,Church - Normal,Godskin Noble,Omen,Godskin Apostle,Banished Knights,,Beastmen of Farum Azula,Bloodhound Knight,Royal Revenant,Ulcerated Tree Spirit,Red Wolf,Ancient Hero of Zamor,Black Blade Kindred,Leonine Misbegotten,Miranda Blossom,Golden Hippopotamus,,,Death Rite Bird,Grafted Scion,Putrid Ancestral Followers,Tree Sentinel,Ulcerated Tree Spirit,Erdtree Avatar,Bell Bearing Hunter,Putrid Ancestral Followers,Royal Carian Knight,Draconic Tree Sentinel,Northeast,,
275,Caligo,Noklateo,Minor Erdtree,Day 2 Maris Bubbles,Grafted Monarch,Godskin Duo,,Northwest Corner,Noklateo Entrance,,,,,Great Church - Fire Monk,Fort - Abductor Virgin,Camp - Leonine Misbegotten,Ruins - Erdtree Burial Watchdogs,Camp - Leonine Misbegotten,Camp - Elder Lion,Fort - Lordsworn Captain,Great Church - Fire Monk,Camp - Royal Army Knights,Camp - Royal Army Knights,Ruins - Ancient Heroes of Zamor,Great Church - Mausoleum Knight,Ruins - Wormface,,,,Church - Normal,Sorcerer's Rise - Withered Trees,Church - Normal,Church - Normal,Church - Rats,Small Camp - Soldiers,Small Camp - Guilty,Small Camp - Soldiers,,Nox Warriors,Beastly Brigade,Crystalians,Grave Warden Duelist,Godskin Apostle,Crucible Knight with Spear,,,,,Grafted Scion,Demi-Human Queen,Elder Lion,Black Blade Kindred,Red Wolf,Royal Carian Knight,Royal Revenant,Ulcerated Tree Spirit,,,,,,,,,,,
276,Caligo,Noklateo,West of Warmaster's Shack,,The Duke's Dear Freja,Dancer of the Boreal Valley,,Northeast Corner,Noklateo Entrance,,,,,Fort - Guardian Golem,Great Church - Fire Monk,Camp - Frenzied Flame Troll,Ruins - Albinauric Archers,Fort - Crystalians,Camp - Banished Knights,Ruins - Sanguine Noble,Great Church - Guardian Golem,Camp - Leonine Misbegotten,Ruins - Erdtree Burial Watchdogs,Great Church - Guardian Golem,Ruins - Sanguine Noble,Fort - Guardian Golem,,,,Church - Normal,Small Camp - Shack,Small Camp - Dogs and Soldiers,Small Camp - Guilty,Church - Normal,Sorcerer's Rise - Imp Statue,Small Camp - Dogs and Soldiers,Church - Normal,,Beastmen of Farum Azula,Nox Warriors,Dragonkin Soldier,Grave Warden Duelist,Godskin Apostle,Bloodhound Knight,,,,,Red Wolf,Flying Dragon,Miranda Blossom,Ulcerated Tree Spirit,Leonine Misbegotten,Royal Carian Knight,Night's Cavalry,Golden Hippopotamus,,,,,,,,,,,East of Saintsbridge
277,Caligo,Noklateo,East of Cavalry Bridge,,Tibia Mariner,Draconic Tree Sentinel and Royal Cavalrymen,,Northeast Corner,Noklateo Entrance,,,,,Camp - Royal Army Knights,Camp - Royal Army Knights,Fort - Abductor Virgin,Ruins - Albinaurics,Camp - Frenzied Flame Troll,Great Church - Mausoleum Knight,Ruins - Battlemages,Fort - Crystalians,Fort - Crystalians,Camp - Frenzied Flame Troll,Camp - Redmane Knights,Ruins - Wormface,Great Church - Guardian Golem,,,,Township - Township,Church - Normal,Church - Normal,Church - Rats,Church - Normal,Small Camp - Caravans,Small Camp - Dogs and Soldiers,Sorcerer's Rise - Above Door,,Grave Warden Duelist,Dragonkin Soldier,Banished Knights,Crucible Knight with Spear,Nox Warriors,Beastly Brigade,,,,,Black Blade Kindred,Grafted Scion,Ancient Hero of Zamor,Miranda Blossom,Death Rite Bird,Black Knife Assassin,Bell Bearing Hunter,Elder Lion,,,,,,,,,,,
278,Caligo,Noklateo,Minor Erdtree,Day 2 Meteor Strike,Ulcerated Tree Spirit,Draconic Tree Sentinel and Royal Cavalrymen,,Northeast Corner,Noklateo Entrance,,,,,Ruins - Battlemages,Fort - Lordsworn Captain,Camp - Banished Knights,Camp - Leonine Misbegotten,Great Church - Mausoleum Knight,Ruins - Erdtree Burial Watchdogs,Fort - Crystalians,Fort - Lordsworn Captain,Camp - Flame Chariots,Great Church - Fire Monk,Map Event - Northeast Mistwood,Great Church - Mausoleum Knight,Ruins - Wormface,,,,Small Camp - Caravans,Church - Normal,Church - Normal,Sorcerer's Rise - Imp Statue,Small Camp - Demi-Humans,Sorcerer's Rise - Pool Reflection,Church - Normal,Small Camp - Misbegotten,,Banished Knights,Godskin Apostle,Bloodhound Knight,Omen,Ancient Dragon,Dragonkin Soldier,,,,,Black Knife Assassin,Magma Wyrm,Night's Cavalry,Black Blade Kindred,Demi-Human Queen,Royal Carian Knight,Elder Lion,Golden Hippopotamus,,,,,,,,,,,
279,Caligo,Noklateo,Northeast of Saintsbridge,,Smelter Demon,Dancer of the Boreal Valley,,Northeast Corner,Noklateo Entrance,,,,,Camp - Banished Knights,Camp - Royal Army Knights,Ruins - Erdtree Burial Watchdogs,Ruins - Erdtree Burial Watchdogs,Great Church - Mausoleum Knight,Fort - Guardian Golem,Fort - Crystalians,Ruins - Runebear,Ruins - Erdtree Burial Watchdogs,Ruins - Beastmen of Farum Azula,Camp - Frenzied Flame Troll,Great Church - Guardian Golem,Ruins - Beastmen of Farum Azula,,,,Church - Normal,Sorcerer's Rise - Unlit Candle,Church - Normal,Township - Township,Small Camp - Soldiers,Church - Normal,Small Camp - Misbegotten,Small Camp - Demi-Humans,,Death Rite Bird,Godskin Apostle,Crucible Knight with Spear,Omen,Crystalians,Nox Warriors,,,,,Grafted Scion,Black Knife Assassin,Red Wolf,Draconic Tree Sentinel,Miranda Blossom,Death Rite Bird,Magma Wyrm,Demi-Human Queen,,,,,,,,,,,
280,Heolstor,Default,East of Cavalry Bridge,,Valiant Gargoyle,Death Rite Bird,,West Stormhill Graveyard,Southwest Mistwood,Banished Knights,Ruins - Albinaurics,Ruins - Albinaurics,Great Church - Fire Monk,Camp - Frenzied Flame Troll,Camp - Flame Chariots,Great Church - Guardian Golem,Ruins - Sanguine Noble,Fort - Crystalians,Fort - Crystalians,Ruins - Albinauric Archers,Fort - Crystalians,Fort - Lordsworn Captain,Ruins - Sanguine Noble,Camp - Elder Lion,Great Church - Fire Monk,Ruins - Albinaurics,Township - Township,Church - Normal,Small Camp - Caravans,Sorcerer's Rise - Withered Trees,Small Camp - Soldiers,Small Camp - Dogs and Soldiers,Small Camp - Demi-Humans,Small Camp - Caravans,Sorcerer's Rise - Missing Statue,Church - Normal,Church - Normal,Grave Warden Duelist,Beastly Brigade,Crucible Knight with Spear,Nox Warriors,Crucible Knight with Sword,Stoneskin Lords,Banished Knights,Black Knife Assassin,Tree Sentinel,Red Wolf,Ancestor Spirit,Ancient Hero of Zamor,Leonine Misbegotten,Royal Carian Knight,Royal Revenant,Demi-Human Queen,Magma Wyrm,Erdtree Avatar,Grafted Scion,,,,,,,,,,,
281,Heolstor,Default,Above Stormhill Tunnel Entrance,,Smelter Demon,Great Wyrm,,Northwest Mistwood Pond,West Stormhill Graveyard,Trolls,Ruins - Beastmen of Farum Azula,Ruins - Runebear,Great Church - Fire Monk,Fort - Lordsworn Captain,Ruins - Runebear,Fort - Abductor Virgin,Great Church - Guardian Golem,Ruins - Runebear,Camp - Frenzied Flame Troll,Ruins - Perfumer,Fort - Abductor Virgin,Great Church - Fire Monk,Camp - Leonine Misbegotten,Ruins - Perfumer,Camp - Flame Chariots,Fort - Lordsworn Captain,Church - Normal,Small Camp - Caravans,Sorcerer's Rise - Windy Trees,Small Camp - Rats and Demi-Humans,Small Camp - Guilty,Small Camp - Misbegotten,Church - Normal,Sorcerer's Rise - Withered Trees,Small Camp - Caravans,Church - Normal,Sorcerer's Rise - Above Door,Grave Warden Duelist,Nox Warriors,Beastly Brigade,Crucible Knight with Sword,Bloodhound Knight,Banished Knights,Crucible Knight with Spear,Leonine Misbegotten,Ulcerated Tree Spirit,Royal Carian Knight,Elder Lion,Royal Revenant,Ancestor Spirit,Golden Hippopotamus,Bell Bearing Hunter,Draconic Tree Sentinel,Ancient Hero of Zamor,Miranda Blossom,Demi-Human Queen,,,,,,,,,,,
282,Heolstor,Default,Minor Erdtree,,The Duke's Dear Freja,Ancient Dragon,,South Lake,Northwest of Castle,Banished Knights,Camp - Elder Lion,Fort - Abductor Virgin,Great Church - Fire Monk,Ruins - Perfumer,Camp - Flame Chariots,Fort - Abductor Virgin,Fort - Guardian Golem,Ruins - Perfumer,Great Church - Fire Monk,Great Church - Oracle Envoys,Ruins - Albinaurics,Ruins - Battlemages,Camp - Banished Knights,Camp - Banished Knights,Camp - Elder Lion,Camp - Banished Knights,Church - Normal,Small Camp - Misbegotten,Small Camp - Caravans,Sorcerer's Rise - Fake Building,Church - Normal,Sorcerer's Rise - Pool Reflection,Church - Normal,Small Camp - Foot Soldiers,Small Camp - Guilty,Small Camp - Caravans,Small Camp - Guilty,Crystalians,Nox Warriors,Stoneskin Lords,Godskin Noble,Crucible Knight with Spear,Omen,Beastmen of Farum Azula,Bell Bearing Hunter,Black Blade Kindred,Ancestor Spirit,Ancient Hero of Zamor,Ulcerated Tree Spirit,Erdtree Avatar,Night's Cavalry,Red Wolf,Elder Lion,Magma Wyrm,Royal Revenant,Golden Hippopotamus,,,,,,,,,,,
283,Heolstor,Default,Northeast of Saintsbridge,,Valiant Gargoyle,Dancer of the Boreal Valley,,Southwest Corner,Northeast of Lake,Trolls,Ruins - Erdtree Burial Watchdogs,Ruins - Erdtree Burial Watchdogs,Fort - Crystalians,Ruins - Erdtree Burial Watchdogs,Fort - Crystalians,Ruins - Runebear,Camp - Redmane Knights,Camp - Royal Army Knights,Great Church - Fire Monk,Great Church - Guardian Golem,Fort - Lordsworn Captain,Camp - Frenzied Flame Troll,Ruins - Erdtree Burial Watchdogs,Ruins - Sanguine Noble,Great Church - Guardian Golem,Fort - Lordsworn Captain,Church - Normal,Small Camp - Guilty,Small Camp - Caravans,Small Camp - Caravans,Church - Normal,Township - Township,Small Camp - Guilty,Church - Normal,Sorcerer's Rise - Unlit Candle,Small Camp - Dogs,Small Camp - Wandering Nobles,Grave Warden Duelist,Beastmen of Farum Azula,Crucible Knight with Sword,Bloodhound Knight,Godskin Noble,Crystalians,Stoneskin Lords,Red Wolf,Draconic Tree Sentinel,Tree Sentinel,Demi-Human Queen,Royal Revenant,Royal Carian Knight,Black Knife Assassin,Ancestor Spirit,Ancient Hero of Zamor,Night's Cavalry,Ulcerated Tree Spirit,Miranda Blossom,,,,,,,,,,,
284,Heolstor,Default,Far Southwest,,Battlefield Commander,Crucible Knight and Golden Hippopotamus,,Northwest Lake,Northwest Mistwood Pond,Trolls,Camp - Flame Chariots,Great Church - Guardian Golem,Ruins - Battlemages,Ruins - Albinauric Archers,Great Church - Fire Monk,Ruins - Battlemages,Camp - Redmane Knights,Fort - Lordsworn Captain,Ruins - Battlemages,Fort - Guardian Golem,Camp - Leonine Misbegotten,Ruins - Runebear,Ruins - Albinauric Archers,Great Church - Fire Monk,Fort - Guardian Golem,Ruins - Battlemages,Small Camp - Caravans and Nobles,Sorcerer's Rise - Fake Building,Small Camp - Dogs and Soldiers,Small Camp - Caravans,Sorcerer's Rise - Fleeing Stump,Church - Normal,Small Camp - Caravans,Small Camp - Soldiers,Church - Normal,Sorcerer's Rise - Above Door,Church - Normal,Nox Warriors,Godskin Duo,Beastmen of Farum Azula,Bloodhound Knight,Omen,Crucible Knight with Sword,Crucible Knight with Spear,Grafted Scion,Black Blade Kindred,Night's Cavalry,Ancestor Spirit,Demi-Human Queen,Draconic Tree Sentinel,Black Knife Assassin,Leonine Misbegotten,Royal Carian Knight,Red Wolf,Ulcerated Tree Spirit,Ancient Hero of Zamor,,,,,,,,,,,
285,Heolstor,Default,East of Cavalry Bridge,Day 2 Gnoster Plague,Wormface,Morgott,,Northwest Corner,Northwest Lake,Banished Knights,Ruins - Sanguine Noble,Ruins - Albinauric Archers,Camp - Banished Knights,Camp - Flame Chariots,Ruins - Depraved Perfumer,Ruins - Depraved Perfumer,Camp - Banished Knights,Fort - Abductor Virgin,Fort - Crystalians,Ruins - Sanguine Noble,Camp - Elder Lion,Fort - Abductor Virgin,Great Church - Guardian Golem,Ruins - Albinauric Archers,Great Church - Fire Monk,Camp - Elder Lion,Church - Normal,Sorcerer's Rise - Pool Reflection,Small Camp - Caravans,Sorcerer's Rise - Imp Statue,Church - Normal,Small Camp - Dogs and Soldiers,Small Camp - Foot Soldiers,Small Camp - Dogs and Soldiers,Church - Normal,Sorcerer's Rise - Unlit Candle,Small Camp - Soldiers,Grave Warden Duelist,Stoneskin Lords,Godskin Apostle,Dragonkin Soldier,Banished Knights,Nox Warriors,Beastly Brigade,Grafted Scion,Royal Carian Knight,Tree Sentinel,Elder Lion,Black Blade Kindred,Ancient Hero of Zamor,Night's Cavalry,Red Wolf,Ancestor Spirit,Golden Hippopotamus,Demi-Human Queen,Bell Bearing Hunter,,,,,,,,,,,
286,Heolstor,Default,Minor Erdtree,,Ulcerated Tree Spirit,Death Rite Bird,,Northwest Corner,South of Castle,Trolls,Fort - Crystalians,Ruins - Perfumer,Camp - Frenzied Flame Troll,Camp - Flame Chariots,Ruins - Erdtree Burial Watchdogs,Fort - Crystalians,Camp - Flame Chariots,Fort - Guardian Golem,Ruins - Albinauric Archers,Great Church - Guardian Golem,Ruins - Albinauric Archers,Ruins - Erdtree Burial Watchdogs,Great Church - Oracle Envoys,Camp - Elder Lion,Great Church - Oracle Envoys,Fort - Guardian Golem,Sorcerer's Rise - Fog Door,Small Camp - Guilty,Small Camp - Dogs,Small Camp - Guilty,Small Camp - Guilty,Church - Normal,Small Camp - Caravans,Small Camp - Demi-Humans,Township - Township,Church - Normal,Church - Normal,Omen,Beastmen of Farum Azula,Crucible Knight with Spear,Stoneskin Lords,Nox Warriors,Bloodhound Knight,Dragonkin Soldier,Ancient Hero of Zamor,Draconic Tree Sentinel,Ancestor Spirit,Night's Cavalry,Leonine Misbegotten,Flying Dragon,Grafted Scion,Tree Sentinel,Black Knife Assassin,Royal Revenant,Black Blade Kindred,Demi-Human Queen,,,,,,,,,,,Northwest Corner
287,Heolstor,Default,East of Cavalry Bridge,Day 2 Morgott Invasion,Royal Revenant,Nameless King,,South Lake,Northwest Corner,Trolls,Ruins - Runebear,Ruins - Wormface,Camp - Elder Lion,Ruins - Wormface,Camp - Leonine Misbegotten,Camp - Flame Chariots,Great Church - Mausoleum Knight,Great Church - Oracle Envoys,Fort - Crystalians,Ruins - Battlemages,Camp - Flame Chariots,Camp - Flame Chariots,Ruins - Battlemages,Ruins - Wormface,Camp - Flame Chariots,Fort - Lordsworn Captain,Church - Normal,Small Camp - Dogs,Small Camp - Soldiers,Small Camp - Soldiers,Small Camp - Soldiers,Sorcerer's Rise - Fleeing Stump,Church - Rats,Small Camp - Dogs,Church - Normal,Small Camp - Caravans,Church - Normal,Crystalians,Grave Warden Duelist,Godskin Apostle,Omen,Stoneskin Lords,Crucible Knight with Sword,Bloodhound Knight,Grafted Scion,Tree Sentinel,Demi-Human Queen,Leonine Misbegotten,Ancestor Spirit,Golden Hippopotamus,Black Blade Kindred,Black Knife Assassin,Ulcerated Tree Spirit,Night's Cavalry,Elder Lion,Death Rite Bird,,,,,,,,,,,South of Castle
288,Heolstor,Default,West of Warmaster's Shack,Day 2 Morgott Invasion,Demi-Human Queen and Swordmaster,Draconic Tree Sentinel and Royal Cavalrymen,,South Lake,Northwest Corner,Trolls,Fort - Abductor Virgin,Great Church - Oracle Envoys,Camp - Royal Army Knights,Fort - Abductor Virgin,Ruins - Beastmen of Farum Azula,Fort - Lordsworn Captain,Ruins - Beastmen of Farum Azula,Ruins - Ancient Heroes of Zamor,Camp - Banished Knights,Great Church - Guardian Golem,Camp - Flame Chariots,Fort - Lordsworn Captain,Ruins - Sanguine Noble,Ruins - Beastmen of Farum Azula,Ruins - Beastmen of Farum Azula,Ruins - Beastmen of Farum Azula,Church - Normal,Sorcerer's Rise - Fake Building,Small Camp - Caravans,Small Camp - Misbegotten,Church - Rats,Sorcerer's Rise - Fleeing Stump,Church - Normal,Small Camp - Caravans,Small Camp - Dogs,Sorcerer's Rise - Fog Door,Church - Normal,Godskin Apostle,Beastly Brigade,Banished Knights,Crystalians,Omen,Bloodhound Knight,Godskin Noble,Black Knife Assassin,Ulcerated Tree Spirit,Night's Cavalry,Royal Carian Knight,Bell Bearing Hunter,Elder Lion,Flying Dragon,Golden Hippopotamus,Ancient Hero of Zamor,Black Blade Kindred,Miranda Blossom,Royal Revenant,,,,,,,,,,,Southeast Lakeshore
289,Heolstor,Default,Far Southwest,,Bell Bearing Hunter,Dragonkin Soldier,,West Stormhill Graveyard,Northeast of Lake,Trolls,Camp - Flame Chariots,Fort - Crystalians,Ruins - Erdtree Burial Watchdogs,Great Church - Guardian Golem,Camp - Redmane Knights,Ruins - Sanguine Noble,Ruins - Sanguine Noble,Ruins - Erdtree Burial Watchdogs,Ruins - Albinaurics,Ruins - Albinaurics,Ruins - Sanguine Noble,Ruins - Erdtree Burial Watchdogs,Great Church - Guardian Golem,Camp - Elder Lion,Great Church - Mausoleum Knight,Fort - Lordsworn Captain,Small Camp - Shack,Sorcerer's Rise - Fleeing Stump,Church - Normal,Church - Normal,Small Camp - Guilty,Small Camp - Dogs and Soldiers,Small Camp - Guilty,Township - Township,Sorcerer's Rise - Pool Reflection,Church - Normal,Small Camp - Caravans,Bloodhound Knight,Beastmen of Farum Azula,Death Rite Bird,Godskin Apostle,Crucible Knight with Sword,Omen,Crystalians,Black Knife Assassin,Black Blade Kindred,Demi-Human Queen,Royal Carian Knight,Night's Cavalry,Ancient Hero of Zamor,Flying Dragon,Red Wolf,Magma Wyrm,Golden Hippopotamus,Miranda Blossom,Death Rite Bird,,,,,,,,,,,Northeast Corner
